Loan ID,Borrower Name,City,Annual Income,Education,Profession,Total Loan Approved Amount,Total Amount Drawn,Exposure at Default,Recovery,Costs of Recovery,Probability of Default ,Internal Bank Rating,LGD,EL
L441,Name 441,Kolkata,165563,Graduate,FreeLancer,29503,6829,22127.25,2950.3,29.503,12,CCC,13.15,349.083
L442,Name 442,Kolkata,433855,Ph.D,Non Profit Organization,34404,5036,25803,3440.4,34.404,38,CC,4.64,454.746
L443,Name 443,Kolkata,855177,Post Graduate,Business in HealthCare,85186,4729,63889.5,8518.6,85.186,95,CCC,-4.45,-2700.09
L444,Name 444,Kolkata,504600,Graduate,Private,78066,7527,58549.5,7806.6,78.066,54,CC,-0.36,-113.238
L445,Name 445,Kolkata,905817,Ph.D,Business in Education,60368,3849,45276,6036.8,60.368,7,CCC,-3.62,-114.8595
L446,Name 446,Kolkata,347028,Post Graduate,Government,99751,2814,74813.25,9975.1,99.751,45,CC,-7.18,-2416.87125
L447,Name 447,Kolkata,320444,Graduate,FreeLancer,35299,4936,26474.25,3529.9,35.299,94,CCC,3.98,991.3005
L448,Name 448,Kolkata,677679,Ph.D,Doctor,55881,8269,41910.75,5588.1,55.881,66,CC,4.80,1327.0455
L449,Name 449,Kolkata,914244,Post Graduate,Business in HealthCare,31747,5713,23810.25,3174.7,31.747,95,CCC,8.00,1808.53875
L450,Name 450,Kolkata,284029,Graduate,Business in Textile,21980,1024,16485,2198,21.98,54,CC,-5.34,-475.47
L451,Name 451,Kolkata,327090,Ph.D,Private,28729,7144,21546.75,2872.9,28.729,92,CCC,14.87,2947.059
L452,Name 452,Kolkata,874619,Post Graduate,Government,15457,5442,11592.75,1545.7,15.457,36,CC,25.21,1052.001
L453,Name 453,Kolkata,902075,Graduate,Business in Auto Parts,89594,7363,67195.5,8959.4,89.594,62,CCC,-1.78,-742.326
L454,Name 454,Kolkata,616530,Ph.D,FreeLancer,99631,7477,74723.25,9963.1,99.631,39,CC,-2.50,-727.18425
L455,Name 455,Kolkata,790473,Post Graduate,Non Profit Organization,95999,5701,71999.25,9599.9,95.999,86,CCC,-4.06,-2514.7905
L456,Name 456,Kolkata,107899,Graduate,Business in HealthCare,48249,2330,36186.75,4824.9,48.249,56,CC,-5.17,-1047.858
L457,Name 457,Kolkata,180942,Ph.D,Private,72113,1853,54084.75,7211.3,72.113,46,CCC,-7.43,-1848.6135
L458,Name 458,Kolkata,502730,Post Graduate,Business in Education,33942,7165,25456.5,3394.2,33.942,38,CC,11.11,1074.678
L459,Name 459,Kolkata,965382,Graduate,Government,46615,2558,34961.25,4661.5,46.615,17,CCC,-4.51,-268.19625
L460,Name 460,Kolkata,657464,Ph.D,FreeLancer,54136,1048,40602,5413.6,54.136,7,CC,-8.06,-229.194
L461,Name 461,Kolkata,838219,Post Graduate,Doctor,62860,7051,47145,6286,62.86,94,CCC,1.22,539.325
L462,Name 462,Kolkata,601547,Graduate,Business in HealthCare,64785,8085,48588.75,6478.5,64.785,35,CC,2.48,421.70625
L463,Name 463,Kolkata,568610,Ph.D,Business in Textile,99085,8551,74313.75,9908.5,99.085,42,CCC,-1.37,-427.6125
L464,Name 464,Kolkata,822817,Post Graduate,Private,99634,7147,74725.5,9963.4,99.634,13,CC,-2.83,-274.599
L465,Name 465,Kolkata,990561,Graduate,Government,71415,6466,53561.25,7141.5,71.415,31,CCC,-0.95,-157.05375
L466,Name 466,Kolkata,184652,Ph.D,Business in Auto Parts,19944,2949,14958,1994.4,19.944,58,CC,4.79,415.251
L467,Name 467,Kolkata,329938,Post Graduate,FreeLancer,18995,2863,14246.25,1899.5,18.995,15,CCC,5.07,108.39375
L468,Name 468,Kolkata,284759,Graduate,Non Profit Organization,14830,1310,11122.5,1483,14.83,94,CC,-1.17,-121.965
L469,Name 469,Kolkata,569560,Ph.D,Business in HealthCare,70157,7775,52617.75,7015.7,70.157,16,CCC,1.08,91.116
L470,Name 470,Kolkata,890621,Post Graduate,Private,95311,1073,71483.25,9531.1,95.311,78,CC,-8.87,-4947.9885
L471,Name 471,Kolkata,836801,Graduate,Business in Education,78220,6476,58665,7822,78.22,15,CCC,-1.72,-151.425
L472,Name 472,Kolkata,672766,Ph.D,Government,36704,6094,27528,3670.4,36.704,72,CC,6.60,1308.744
L473,Name 473,Kolkata,673103,Post Graduate,FreeLancer,56208,5190,42156,5620.8,56.208,9,CCC,-0.77,-29.079
L474,Name 474,Kolkata,563344,Graduate,Doctor,96662,5930,72496.5,9666.2,96.662,82,CC,-3.87,-2297.763
L475,Name 475,Kolkata,383622,Ph.D,Business in HealthCare,92070,8158,69052.5,9207,92.07,19,CCC,-1.14,-149.4825
L476,Name 476,Kolkata,948427,Post Graduate,Business in Textile,66010,1157,49507.5,6601,66.01,23,CC,-8.25,-939.09
L477,Name 477,Kolkata,824778,Graduate,Private,35373,2065,26529.75,3537.3,35.373,94,CCC,-4.16,-1037.9715
L478,Name 478,Kolkata,209459,Ph.D,Government,74799,8842,56099.25,7479.9,74.799,65,CC,1.82,664.02375
L479,Name 479,Kolkata,165129,Post Graduate,Business in Auto Parts,26134,1140,19600.5,2613.4,26.134,35,CCC,-5.64,-386.7675
L480,Name 480,Kolkata,727885,Graduate,FreeLancer,91595,1937,68696.25,9159.5,91.595,47,CC,-7.89,-2545.93125
L481,Name 481,Kolkata,441830,Ph.D,Non Profit Organization,33926,3872,25444.5,3392.6,33.926,29,CCC,1.41,104.2695
L482,Name 482,Kolkata,129502,Post Graduate,Business in HealthCare,85548,6802,64161,8554.8,85.548,20,CC,-2.05,-262.92
L483,Name 483,Kolkata,707243,Graduate,Private,82434,8060,61825.5,8243.4,82.434,99,CCC,-0.22,-136.1745
L484,Name 484,Kolkata,918816,Ph.D,Business in Education,66564,7562,49923,6656.4,66.564,21,CC,1.36,142.632
L485,Name 485,Kolkata,974329,Post Graduate,Government,71102,2596,53326.5,7110.2,71.102,42,CCC,-6.35,-1421.973
L486,Name 486,Kolkata,682111,Graduate,FreeLancer,82101,6879,61575.75,8210.1,82.101,97,CC,-1.62,-968.37525
L487,Name 487,Kolkata,299519,Ph.D,Doctor,22007,2243,16505.25,2200.7,22.007,10,CCC,0.19,3.1725
L488,Name 488,Kolkata,733663,Post Graduate,Business in HealthCare,37893,3876,28419.75,3789.3,37.893,26,CC,0.23,16.9065
L489,Name 489,Kolkata,141769,Graduate,Business in Textile,55253,7248,41439.75,5525.3,55.253,21,CCC,3.12,271.32525
L490,Name 490,Kolkata,489009,Ph.D,Private,48182,9203,36136.5,4818.2,48.182,5,CC,9.10,164.43
L491,Name 491,Kolkata,776096,Post Graduate,Government,85109,2290,63831.75,8510.9,85.109,88,CCC,-7.31,-4105.794
L492,Name 492,Kolkata,264355,Graduate,Business in Auto Parts,44931,1308,33698.25,4493.1,44.931,38,CC,-7.09,-907.7535
L493,Name 493,Kolkata,407350,Ph.D,FreeLancer,23213,4866,17409.75,2321.3,23.213,83,CCC,10.96,1584.07575
L494,Name 494,Kolkata,960573,Post Graduate,Non Profit Organization,59332,7742,44499,5933.2,59.332,56,CC,3.05,759.696
L495,Name 495,Kolkata,513483,Graduate,Business in HealthCare,75139,8140,56354.25,7513.9,75.139,74,CCC,0.83,347.4855
L496,Name 496,Kolkata,711711,Ph.D,Private,26905,4888,20178.75,2690.5,26.905,33,CC,8.17,543.88125
L497,Name 497,Kolkata,674019,Post Graduate,Business in Education,52306,6300,39229.5,5230.6,52.306,13,CCC,2.04,104.2665
L498,Name 498,Kolkata,341683,Graduate,Government,86503,1634,64877.25,8650.3,86.503,91,CC,-8.11,-4788.62475
L499,Name 499,Kolkata,638869,Ph.D,FreeLancer,96033,2163,72024.75,9603.3,96.033,70,CCC,-7.75,-3906.1575
L500,Name 500,Kolkata,144442,Post Graduate,Doctor,11653,7479,8739.75,1165.3,11.653,46,CC,54.18,2178.2265
L501,Name 501,Kolkata,258631,Graduate,Business in HealthCare,65330,2411,48997.5,6533,65.33,87,CCC,-6.31,-2689.605
L502,Name 502,Kolkata,327526,Ph.D,Business in Textile,57648,5076,43236,5764.8,57.648,2,CC,-1.19,-10.332
L503,Name 503,Kolkata,303429,Post Graduate,Private,32944,3923,24708,3294.4,32.944,94,CCC,1.91,443.163
L504,Name 504,Kolkata,252215,Graduate,Government,27553,1656,20664.75,2755.3,27.553,84,CC,-3.99,-692.559
L505,Name 505,Kolkata,505418,Ph.D,Business in Auto Parts,16382,4087,12286.5,1638.2,16.382,100,CCC,14.95,1836.6
L506,Name 506,Kolkata,622617,Post Graduate,FreeLancer,59229,3939,44421.75,5922.9,59.229,49,CC,-3.35,-729.08325
L507,Name 507,Kolkata,369500,Graduate,Non Profit Organization,68812,7050,51609,6881.2,68.812,92,CCC,0.25,116.472
L508,Name 508,Kolkata,964870,Ph.D,Business in HealthCare,58234,2220,43675.5,5823.4,58.234,26,CC,-6.19,-702.663
L509,Name 509,Kolkata,850177,Post Graduate,Private,21555,5276,16166.25,2155.5,21.555,12,CCC,14.48,280.845
L510,Name 510,Kolkata,369945,Graduate,Business in Education,36932,3448,27699,3693.2,36.932,91,CC,-0.66,-167.349
L511,Name 511,Kolkata,997161,Ph.D,Government,34198,8693,25648.5,3419.8,34.198,93,CCC,15.42,3678.057
L512,Name 512,Kolkata,835223,Post Graduate,FreeLancer,16746,5169,12559.5,1674.6,16.746,45,CC,20.87,1179.36
L513,Name 513,Kolkata,236458,Graduate,Doctor,68204,8366,51153,6820.4,68.204,1,CCC,2.27,11.592
L514,Name 514,Kolkata,224051,Ph.D,Business in HealthCare,53499,8579,40124.25,5349.9,53.499,59,CC,6.04,1428.87675
L515,Name 515,Kolkata,588279,Post Graduate,Business in Textile,99896,7188,74922,9989.6,99.896,92,CCC,-2.80,-1933.104
L516,Name 516,Kolkata,436053,Graduate,Private,31114,2772,23335.5,3111.4,31.114,8,CC,-1.09,-20.364
L517,Name 517,Kolkata,245826,Ph.D,Government,62055,3035,46541.25,6205.5,62.055,47,CCC,-5.11,-1117.60125
L518,Name 518,Kolkata,444356,Post Graduate,Business in Auto Parts,43730,2793,32797.5,4373,43.73,39,CC,-3.61,-462.15
L519,Name 519,Kolkata,607495,Graduate,FreeLancer,56306,5439,42229.5,5630.6,56.306,48,CCC,-0.34,-68.976
L520,Name 520,Kolkata,160466,Ph.D,Non Profit Organization,85564,9989,64173,8556.4,85.564,96,CC,1.67,1031.472
L521,Name 521,Kolkata,962447,Post Graduate,Business in HealthCare,13525,8860,10143.75,1352.5,13.525,1,CCC,55.51,56.30625
L522,Name 522,Kolkata,102650,Graduate,Private,21674,1408,16255.5,2167.4,21.674,42,CC,-3.50,-239.211
L523,Name 523,Kolkata,331504,Ph.D,Business in Education,37563,8446,28172.25,3756.3,37.563,39,CCC,12.48,1371.73725
L524,Name 524,Kolkata,395556,Post Graduate,Government,43016,8698,32262,4301.6,43.016,76,CC,10.22,2505.948
L525,Name 525,Kolkata,366247,Graduate,FreeLancer,14718,6605,11038.5,1471.8,14.718,98,CCC,34.88,3772.902
L526,Name 526,Kolkata,290023,Ph.D,Doctor,94078,7085,70558.5,9407.8,94.078,93,CC,-2.47,-1620.153
L527,Name 527,Kolkata,659669,Post Graduate,Business in HealthCare,21679,7843,16259.25,2167.9,21.679,24,CCC,26.18,1021.518
L528,Name 528,Kolkata,801835,Graduate,Business in Textile,35645,3837,26733.75,3564.5,35.645,28,CC,0.76,57.225
L529,Name 529,Kolkata,680568,Ph.D,Private,36440,8817,27330,3644,36.44,1,CCC,14.20,38.7975
L530,Name 530,Kolkata,374134,Post Graduate,Government,72050,9450,54037.5,7205,72.05,1,CC,3.12,16.8375
L531,Name 531,Kolkata,652382,Graduate,Business in Auto Parts,62393,6290,46794.75,6239.3,62.393,21,CCC,0.08,7.98525
L532,Name 532,Kolkata,316202,Ph.D,FreeLancer,73405,3645,55053.75,7340.5,73.405,94,CC,-5.03,-2605.3275
L533,Name 533,Kolkata,641618,Post Graduate,Non Profit Organization,88775,4041,66581.25,8877.5,88.775,6,CCC,-5.45,-217.6425
L534,Name 534,Kolkata,213523,Graduate,Business in HealthCare,96030,2699,72022.5,9603,96.03,29,CC,-7.19,-1501.62
L535,Name 535,Kolkata,253889,Ph.D,Private,48209,7862,36156.75,4820.9,48.209,70,CCC,6.31,1596.5775
L536,Name 536,Kolkata,725522,Post Graduate,Business in Education,40508,8851,30381,4050.8,40.508,1,CC,11.85,36.0015
L537,Name 537,Kolkata,418728,Graduate,Government,30276,6433,22707,3027.6,30.276,58,CCC,11.25,1481.349
L538,Name 538,Kolkata,129359,Ph.D,FreeLancer,21127,3423,15845.25,2112.7,21.127,35,CC,6.20,343.95375
L539,Name 539,Kolkata,531022,Post Graduate,Doctor,60130,4821,45097.5,6013,60.13,41,CCC,-1.98,-366.54
L540,Name 540,Kolkata,454622,Graduate,Business in HealthCare,85021,7474,63765.75,8502.1,85.021,93,CC,-1.21,-717.09975
L541,Name 541,Kolkata,164406,Ph.D,Business in Textile,51147,5305,38360.25,5114.7,51.147,75,CCC,0.37,107.04375
L542,Name 542,Kolkata,509316,Post Graduate,Private,75633,3547,56724.75,7563.3,75.633,53,CC,-5.31,-1596.47925
L543,Name 543,Kolkata,172229,Graduate,Government,43648,8107,32736,4364.8,43.648,61,CCC,8.57,1712.0565
L544,Name 544,Kolkata,764205,Ph.D,Business in Auto Parts,47321,6752,35490.75,4732.1,47.321,78,CC,4.27,1181.6415
L545,Name 545,Kolkata,993671,Post Graduate,FreeLancer,60518,8233,45388.5,6051.8,60.518,16,CCC,3.60,261.744
L546,Name 546,Kolkata,414569,Graduate,Non Profit Organization,43610,6558,32707.5,4361,43.61,94,CC,5.04,1548.885
L547,Name 547,Kolkata,210254,Ph.D,Business in HealthCare,41645,4271,31233.75,4164.5,41.645,44,CCC,0.26,35.145
L548,Name 548,Kolkata,714490,Post Graduate,Private,80051,7909,60038.25,8005.1,80.051,51,CC,-0.12,-36.75825
L549,Name 549,Kolkata,840259,Graduate,Business in Education,27383,5279,20537.25,2738.3,27.383,2,CCC,9.28,38.1105
L550,Name 550,Kolkata,279358,Ph.D,Government,11571,6480,8678.25,1157.1,11.571,59,CC,46.00,2355.38325
L551,Name 551,Kolkata,717325,Post Graduate,FreeLancer,48353,6392,36264.75,4835.3,48.353,29,CCC,3.22,338.58225
L552,Name 552,Kolkata,152249,Graduate,Doctor,10908,2748,8181,1090.8,10.908,52,CC,15.19,646.308
L553,Name 553,Kolkata,686130,Ph.D,Business in HealthCare,59702,2104,44776.5,5970.2,59.702,61,CCC,-6.48,-1768.7865
L554,Name 554,Kolkata,836359,Post Graduate,Business in Textile,49972,8817,37479,4997.2,49.972,95,CC,7.64,2721.6075
L555,Name 555,Kolkata,850907,Graduate,Private,88322,6413,66241.5,8832.2,88.322,99,CCC,-2.74,-1796.256
L556,Name 556,Kolkata,843255,Ph.D,Government,20147,5536,15110.25,2014.7,20.147,14,CC,17.48,369.7365
L557,Name 557,Kolkata,688546,Post Graduate,Business in Auto Parts,59768,3850,44826,5976.8,59.768,20,CCC,-3.56,-319.02
L558,Name 558,Kolkata,665171,Graduate,FreeLancer,28085,6667,21063.75,2808.5,28.085,94,CC,13.74,2720.2425
L559,Name 559,Kolkata,167476,Ph.D,Non Profit Organization,89282,1436,66961.5,8928.2,89.282,70,CCC,-8.39,-3933.405
L560,Name 560,Kolkata,449820,Post Graduate,Business in HealthCare,17590,5825,13192.5,1759,17.59,9,CC,23.12,274.455
L561,Name 561,Kolkata,424459,Graduate,Private,34462,4891,25846.5,3446.2,34.462,26,CCC,4.19,281.736
L562,Name 562,Kolkata,593306,Ph.D,Business in Education,24321,7883,18240.75,2432.1,24.321,48,CC,22.41,1962.324
L563,Name 563,Kolkata,330407,Post Graduate,Government,32710,2058,24532.5,3271,32.71,59,CCC,-3.71,-536.7525
L564,Name 564,Kolkata,313232,Graduate,FreeLancer,67512,4231,50634,6751.2,67.512,29,CC,-3.73,-548.1435
L565,Name 565,Kolkata,493975,Ph.D,Doctor,12635,7035,9476.25,1263.5,12.635,23,CCC,45.68,995.58375
L566,Name 566,Kolkata,980578,Post Graduate,Business in HealthCare,12589,9662,9441.75,1258.9,12.589,28,CC,66.75,1764.651
L567,Name 567,Kolkata,806107,Graduate,Business in Textile,85417,7561,64062.75,8541.7,85.417,39,CCC,-1.15,-286.85475
L568,Name 568,Kolkata,866472,Ph.D,Private,97597,6995,73197.75,9759.7,97.597,40,CC,-2.83,-829.41
L569,Name 569,Kolkata,733936,Post Graduate,Government,70410,2584,52807.5,7041,70.41,43,CCC,-6.33,-1437.3825
L570,Name 570,Kolkata,785975,Graduate,Business in Auto Parts,32574,3897,24430.5,3257.4,32.574,74,CC,1.96,354.978
L571,Name 571,Kolkata,225820,Ph.D,FreeLancer,91541,7561,68655.75,9154.1,91.541,34,CCC,-1.74,-406.2405
L572,Name 572,Kolkata,679896,Post Graduate,Non Profit Organization,71040,6380,53280,7104,71.04,28,CC,-1.02,-152.04
L573,Name 573,Kolkata,192396,Graduate,Business in HealthCare,95552,4844,71664,9555.2,95.552,31,CCC,-4.93,-1095.354
L574,Name 574,Kolkata,173998,Ph.D,Private,74480,1005,55860,7448,74.48,63,CC,-8.65,-3044.3175
L575,Name 575,Kolkata,687688,Post Graduate,Business in Education,80073,7005,60054.75,8007.3,80.073,28,CCC,-1.25,-210.483
L576,Name 576,Kolkata,419684,Graduate,Government,90849,8937,68136.75,9084.9,90.849,18,CC,-0.16,-19.9665
L577,Name 577,Kolkata,987370,Ph.D,FreeLancer,10269,5957,7701.75,1026.9,10.269,76,CCC,48.01,2810.157
L578,Name 578,Kolkata,794645,Post Graduate,Doctor,42655,3475,31991.25,4265.5,42.655,70,CC,-1.85,-415.0125
L579,Name 579,Kolkata,783493,Graduate,Business in HealthCare,19434,9421,14575.5,1943.4,19.434,76,CCC,38.48,4262.232
L580,Name 580,Kolkata,326722,Ph.D,Business in Textile,25683,3728,19262.25,2568.3,25.683,72,CC,4.52,626.238
L581,Name 581,Kolkata,439165,Post Graduate,Private,72021,3031,54015.75,7202.1,72.021,23,CCC,-5.79,-719.51475
L582,Name 582,Kolkata,567501,Graduate,Government,73323,9719,54992.25,7332.3,73.323,50,CC,3.26,895.0125
L583,Name 583,Kolkata,411740,Ph.D,Business in Auto Parts,80396,3984,60297,8039.6,80.396,11,CCC,-5.04,-334.587
L584,Name 584,Kolkata,331570,Post Graduate,FreeLancer,87948,8855,65961,8794.8,87.948,49,CC,0.07,22.1235
L585,Name 585,Kolkata,654067,Graduate,Non Profit Organization,46993,9344,35244.75,4699.3,46.993,91,CCC,9.88,3170.00775
L586,Name 586,Kolkata,680043,Ph.D,Business in HealthCare,79807,9272,59855.25,7980.7,79.807,93,CC,1.62,900.68175
L587,Name 587,Kolkata,230292,Post Graduate,Private,60120,6482,45090,6012,60.12,36,CCC,0.78,126.9
L588,Name 588,Kolkata,105458,Graduate,Business in Education,59934,3409,44950.5,5993.4,59.934,10,CC,-4.31,-193.83
L589,Name 589,Kolkata,907048,Ph.D,Government,77501,4777,58125.75,7750.1,77.501,95,CCC,-3.84,-2118.33375
L590,Name 590,Kolkata,860735,Post Graduate,FreeLancer,51793,2393,38844.75,5179.3,51.793,9,CC,-5.38,-188.07525
L591,Name 591,Kolkata,114140,Graduate,Doctor,80634,3961,60475.5,8063.4,80.634,83,CCC,-5.09,-2553.744
L592,Name 592,Kolkata,269552,Ph.D,Business in HealthCare,34819,3110,26114.25,3481.9,34.819,15,CC,-1.07,-41.83875
L593,Name 593,Kolkata,677721,Post Graduate,Business in Textile,69691,3445,52268.25,6969.1,69.691,94,CCC,-5.06,-2484.4905
L594,Name 594,Kolkata,718184,Graduate,Private,39993,4992,29994.75,3999.3,39.993,50,CC,2.48,372.2625
L595,Name 595,Kolkata,137284,Ph.D,Government,65917,2320,49437.75,6591.7,65.917,26,CCC,-6.48,-832.9815
L596,Name 596,Kolkata,930491,Post Graduate,Business in Auto Parts,16829,6461,12621.75,1682.9,16.829,54,CC,28.39,1935.1305
L597,Name 597,Kolkata,697872,Graduate,FreeLancer,55300,5025,41475,5530,55.3,20,CCC,-0.91,-75.75
L598,Name 598,Kolkata,360781,Ph.D,Non Profit Organization,51772,6439,38829,5177.2,51.772,85,CC,2.44,804.3975
L599,Name 599,Kolkata,434921,Post Graduate,Business in HealthCare,19901,8577,14925.75,1990.1,19.901,90,CCC,33.10,4446.1575
L600,Name 600,Kolkata,749050,Graduate,Private,73122,3192,54841.5,7312.2,73.122,14,CC,-5.63,-432.621
L601,Name 601,Mumbai,565078,Post Graduate,Private,60658,7159,45493.5,6065.8,60.658,79,AA,1.80,647.721
L602,Name 602,Mumbai,267751,Graduate,Business in Education,67053,7342,50289.75,6705.3,67.053,73,BB,0.95,348.59325
L603,Name 603,Mumbai,446626,Ph.D,Government,96395,1166,72296.25,9639.5,96.395,100,AA,-8.79,-6355.125
L604,Name 604,Mumbai,953645,Post Graduate,Business in Auto Parts,88947,4451,66710.25,8894.7,88.947,67,BB,-5.00,-2232.95925
L605,Name 605,Mumbai,696041,Graduate,FreeLancer,73787,6183,55340.25,7378.7,73.787,34,AA,-1.62,-304.9035
L606,Name 606,Mumbai,109092,Ph.D,Doctor,32550,4758,24412.5,3255,32.55,87,BB,4.62,980.7075
L607,Name 607,Mumbai,222609,Post Graduate,Non Profit Organization,34159,2274,25619.25,3415.9,34.159,18,AA,-3.34,-154.1565
L608,Name 608,Mumbai,651164,Graduate,Business in HealthCare,65180,8658,48885,6518,65.18,26,BB,3.28,417.3
L609,Name 609,Mumbai,544963,Ph.D,Business in Textile,68496,4955,51372,6849.6,68.496,25,AA,-2.77,-355.2375
L610,Name 610,Mumbai,801881,Post Graduate,Private,99225,1629,74418.75,9922.5,99.225,42,BB,-8.36,-2612.4525
L611,Name 611,Mumbai,802522,Graduate,Government,73999,6071,55499.25,7399.9,73.999,68,AA,-1.80,-677.739
L612,Name 612,Mumbai,322110,Ph.D,Business in Auto Parts,73492,2832,55119,7349.2,73.492,25,BB,-6.15,-846.975
L613,Name 613,Mumbai,818358,Post Graduate,FreeLancer,98750,4342,74062.5,9875,98.75,52,AA,-5.60,-2157.87
L614,Name 614,Mumbai,861480,Graduate,Non Profit Organization,45748,1757,34311,4574.8,45.748,6,BB,-6.16,-126.801
L615,Name 615,Mumbai,180790,Ph.D,Business in HealthCare,33720,5079,25290,3372,33.72,31,AA,5.06,396.8775
L616,Name 616,Mumbai,311692,Post Graduate,Private,72375,1179,54281.25,7237.5,72.375,81,BB,-8.37,-3680.53875
L617,Name 617,Mumbai,490491,Graduate,Business in Education,42058,6464,31543.5,4205.8,42.058,69,AA,5.37,1168.6185
L618,Name 618,Mumbai,876652,Ph.D,Government,45419,4565,34064.25,4541.9,45.419,19,BB,0.05,3.29175
L619,Name 619,Mumbai,321084,Post Graduate,FreeLancer,79556,9680,59667,7955.6,79.556,50,AA,2.17,646.65
L620,Name 620,Mumbai,788209,Graduate,Doctor,69152,4222,51864,6915.2,69.152,55,BB,-3.89,-1110.945
L621,Name 621,Mumbai,443398,Ph.D,Business in HealthCare,96431,2391,72323.25,9643.1,96.431,93,AA,-7.52,-5058.33975
L622,Name 622,Mumbai,301342,Post Graduate,Business in Textile,61644,7440,46233,6164.4,61.644,70,BB,2.07,669.69
L623,Name 623,Mumbai,628072,Graduate,Private,95981,7518,71985.75,9598.1,95.981,16,AA,-2.17,-249.612
L624,Name 624,Mumbai,581053,Ph.D,Government,14206,6588,10654.5,1420.6,14.206,54,BB,36.37,2092.797
L625,Name 625,Mumbai,361873,Post Graduate,Business in Auto Parts,29294,4940,21970.5,2929.4,29.294,71,AA,6.86,1070.6445
L626,Name 626,Mumbai,283826,Graduate,FreeLancer,71600,7922,53700,7160,71.6,10,BB,1.06,57.15
L627,Name 627,Mumbai,881594,Ph.D,Non Profit Organization,89092,8115,66819,8909.2,89.092,43,AA,-0.89,-256.1295
L628,Name 628,Mumbai,753361,Post Graduate,Business in HealthCare,94925,3608,71193.75,9492.5,94.925,96,BB,-6.20,-4236.84
L629,Name 629,Mumbai,700053,Graduate,Private,26223,4530,19667.25,2622.3,26.223,80,AA,7.27,1144.62
L630,Name 630,Mumbai,713177,Ph.D,Business in Education,37318,5396,27988.5,3731.8,37.318,1,BB,4.46,12.4815
L631,Name 631,Mumbai,258534,Post Graduate,Government,97303,7887,72977.25,9730.3,97.303,15,AA,-1.89,-207.37125
L632,Name 632,Mumbai,964559,Graduate,FreeLancer,83928,8215,62946,8392.8,83.928,65,BB,-0.21,-86.6775
L633,Name 633,Mumbai,234369,Ph.D,Doctor,86100,1186,64575,8610,86.1,62,AA,-8.62,-3452.16
L634,Name 634,Mumbai,551446,Post Graduate,Business in HealthCare,59263,2498,44447.25,5926.3,59.263,34,BB,-5.78,-874.2165
L635,Name 635,Mumbai,413177,Graduate,Business in Textile,19234,2183,14425.5,1923.4,19.234,35,AA,1.35,68.145
L636,Name 636,Mumbai,836162,Ph.D,Private,97726,6208,73294.5,9772.6,97.726,5,BB,-3.65,-133.6725
L637,Name 637,Mumbai,900561,Post Graduate,Government,97932,7711,73449,9793.2,97.932,94,AA,-2.13,-1467.951
L638,Name 638,Mumbai,941115,Graduate,Business in Auto Parts,62405,2516,46803.75,6240.5,62.405,73,BB,-5.97,-2039.16375
L639,Name 639,Mumbai,197847,Ph.D,FreeLancer,40109,3339,30081.75,4010.9,40.109,37,AA,-1.68,-186.45225
L640,Name 640,Mumbai,162813,Post Graduate,Non Profit Organization,65431,4262,49073.25,6543.1,65.431,93,BB,-3.49,-1591.06725
L641,Name 641,Mumbai,292316,Graduate,Business in HealthCare,25107,6402,18830.25,2510.7,25.107,76,AA,15.50,2218.041
L642,Name 642,Mumbai,329138,Ph.D,Private,56410,6704,42307.5,5641,56.41,57,BB,1.88,454.4325
L643,Name 643,Mumbai,622472,Post Graduate,Business in Education,77454,7851,58090.5,7745.4,77.454,71,AA,0.14,56.232
L644,Name 644,Mumbai,535161,Graduate,Government,42096,5710,31572,4209.6,42.096,91,BB,3.56,1024.023
L645,Name 645,Mumbai,669680,Ph.D,FreeLancer,25952,7914,19464,2595.2,25.952,60,AA,20.49,2393.46
L646,Name 646,Mumbai,761458,Post Graduate,Doctor,71495,4244,53621.25,7149.5,71.495,7,BB,-4.06,-152.53875
L647,Name 647,Mumbai,224851,Graduate,Business in HealthCare,61131,4070,45848.25,6113.1,61.131,15,AA,-3.34,-229.84875
L648,Name 648,Mumbai,397755,Ph.D,Business in Textile,67958,6831,50968.5,6795.8,67.958,44,BB,0.05,11.616
L649,Name 649,Mumbai,314179,Post Graduate,Private,12319,2241,9239.25,1231.9,12.319,97,AA,8.19,734.12025
L650,Name 650,Mumbai,915958,Graduate,Government,26310,7609,19732.5,2631,26.31,93,BB,18.92,3472.155
L651,Name 651,Mumbai,218590,Ph.D,Business in Auto Parts,80642,1076,60481.5,8064.2,80.642,71,AA,-8.67,-3721.2165
L652,Name 652,Mumbai,869623,Post Graduate,FreeLancer,91445,5316,68583.75,9144.5,91.445,1,BB,-4.19,-28.71375
L653,Name 653,Mumbai,988112,Graduate,Non Profit Organization,51650,1433,38737.5,5165,51.65,46,AA,-7.23,-1287.54
L654,Name 654,Mumbai,233486,Ph.D,Business in HealthCare,85962,7657,64471.5,8596.2,85.962,40,BB,-1.09,-281.76
L655,Name 655,Mumbai,701994,Post Graduate,Private,44315,8168,33236.25,4431.5,44.315,7,AA,8.43,196.16625
L656,Name 656,Mumbai,760849,Graduate,Business in Education,88378,8697,66283.5,8837.8,88.378,38,BB,-0.16,-40.128
L657,Name 657,Mumbai,814669,Ph.D,Government,62610,9212,46957.5,6261,62.61,10,AA,4.71,221.325
